---
source_url: https://www.youtube.com/watch?v=V_jJvPjytSg
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: ff336dc2c0d83d475fa0ca07f86ad406d3ca701588bcac35db9ab13576527d6f
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2928.936000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/V_jJvPjytSg_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[835.38 -> 836.38] 風策的
[836.38 -> 837.38] 滿前面的場上跌
[837.38 -> 838.38] 沒錯
[838.38 -> 839.38] 可是他們應該算是
[839.38 -> 840.38] 跌下來價值
[840.38 -> 841.38] 好的公司
[841.38 -> 843.38] 我覺得他們跌停不是重點
[843.38 -> 845.38] 重點是他們昨天還長停
[845.38 -> 848.38] 很差
[848.38 -> 849.38] 沒錯
[849.38 -> 850.38] 我們來看一下
[850.38 -> 852.38] 月光在
[852.38 -> 853.38] 上個禮拜
[853.38 -> 855.38] 所以要發11美元的可賺在
[855.38 -> 858.38] 也說要調整價
[858.38 -> 859.38] 主要還是有MD
[859.38 -> 862.38] 跟TSMG和山馬巡相關的一些
[862.38 -> 864.38] 訂單去支持
[864.38 -> 865.38] 他要積極地去做
[865.38 -> 867.38] 先進風裝的產能擴產
[867.38 -> 870.38] 目前有15個新場的開發計劃
[870.38 -> 872.38] 這邊支出已經上調到
[872.38 -> 873.38] 85億美元了
[873.38 -> 876.38] 資金就還要去臭個11美元出來
[876.38 -> 877.38] 同時他們也說
[877.38 -> 878.38] 長家的10%
[878.38 -> 879.38] 所以我覺得月光
[879.38 -> 880.38] 長期來講
[880.38 -> 882.38] 應該是一個正向的產業發展
[882.38 -> 884.38] 只是現在的漢傾不太好
[884.38 -> 886.38] 所以不管是好的還是不好的
[886.38 -> 887.38] 都在走回落
[887.38 -> 888.38] 那記得走回落到
[888.38 -> 889.38] 相對的一個大家可能
[889.38 -> 891.38] 臭馬夫和親感近
[891.38 -> 892.38] 我覺得這些各股都應該
[892.38 -> 893.38] 好好把握一下
[893.38 -> 894.38] 當然
[894.38 -> 895.38] 後面要看
[895.38 -> 896.38] 技術面上來一點
[896.38 -> 897.38] 我們看到
[897.38 -> 899.38] 當然今天就是一個辛苦
[899.38 -> 901.38] 就是一個不舒服
[901.38 -> 902.38] 因為像金顏電也是
[902.38 -> 904.38] 昨天才創了一個小星房
[904.38 -> 905.38] 厲害
[905.38 -> 906.38] 大家說好不容易擺脫
[906.38 -> 908.38] 他那個很盤整理的問題
[908.38 -> 910.38] 今天直接殺你一個快點
[910.38 -> 911.38] 沒錯
[911.38 -> 912.38] 但是他一起不好
[912.38 -> 914.38] 所以一起不好不是產業出問題
[914.38 -> 915.38] 那我覺得是短線上的
[915.38 -> 916.38] 一個重碼跟大家的
[916.38 -> 918.38] 沒有信心去做
[918.38 -> 920.38] 極度的條結
[920.38 -> 921.38] 也就是說我覺得
[921.38 -> 922.38] 回落之後
[922.38 -> 923.38] 行態沒有問題
[923.38 -> 924.38] 應該都還是好去管住
[924.38 -> 926.38] 不過歷程整理相當久了
[926.38 -> 929.38] 歷程在前面這段非常強勢
[929.38 -> 930.38] 他很容易這樣
[930.38 -> 932.38] 就是賣一份小玩
[932.38 -> 934.38] 然後長完就整理
[934.38 -> 935.38] 所以這麼長完就不要等他
[935.38 -> 936.38] 就不要理他了
[936.38 -> 938.38] 合理來講是這樣
[938.38 -> 939.38] 但是整理到這個地方
[939.38 -> 940.38] 我覺得也可以關注
[940.38 -> 942.38] 因為他整理5月底
[942.38 -> 944.38] 到現在已經7月初了
[944.38 -> 945.38] 那應該要前第一次
[945.38 -> 946.38] 300塊都有去做手
[946.38 -> 948.38] 所以其實應該就是一個
[948.38 -> 950.38] 一盤代疊的整理方式
[950.38 -> 951.38] 當然這個型態
[951.38 -> 952.38] 如果要打得更好
[952.38 -> 953.38] 或者說要整個轉強
[953.38 -> 954.38] 我覺得就是前面這兩個
[954.38 -> 955.38] 高點要去做讀播
[955.38 -> 956.38] 對
[956.38 -> 957.38] 歷程其實有FOP有P媽
[957.38 -> 958.38] 也有相關基於體
[958.38 -> 960.38] 然後接下來也有機會
[960.38 -> 961.38] 說要跟你們立合做
[961.38 -> 962.38] 有三出型風裝
[962.38 -> 963.38] 是的
[963.38 -> 964.38] 所以我覺得而且
[964.38 -> 965.38] 就算撇出這些
[965.38 -> 967.38] 過往的基本面本來就算是
[967.38 -> 968.38] 算是
[968.38 -> 969.38] 那也就是說我覺得
[969.38 -> 970.38] 跟一樣道理
[970.38 -> 972.38] 就是撇出未來的長完裡
[972.38 -> 973.38] 多啊
[973.38 -> 974.38] 那關是要原本的基本面
[974.38 -> 977.38] 就應該支撐他有一定的價格
[977.38 -> 979.38] 那如果這些產業的題材
[979.38 -> 980.38] 如果能夠加進來
[980.38 -> 981.38] 到時候大家可以看到數字
[981.38 -> 982.38] 那我覺得這個行情
[982.38 -> 984.38] 應該就還是有電告的機會
[984.38 -> 985.38] 所以目前來說
[985.38 -> 986.38] 歷程一個區間鎮大
[986.38 -> 988.38] 我覺得是可以搭好關注一下
[988.38 -> 990.38] 等一個型態上的發動的
[990.38 -> 991.38] 好有時候看到真的
[991.38 -> 992.38] 會有個感想是
[992.38 -> 993.38] 下次你在分數的時候
[993.38 -> 994.38] 我就不要理你了
[994.38 -> 995.38] 賣掉
[995.38 -> 996.38] 沒有
[996.38 -> 997.38] 然後我帶你整理完再一次
[997.38 -> 998.38] 還會真的真的
[998.38 -> 999.38] 好
[999.38 -> 1000.38] 再來第二個呢
[1000.38 -> 1001.38] 就是
[1001.38 -> 1002.38] 貿
[1002.38 -> 1003.38] 也算是昨天長廳
[1003.38 -> 1005.38] 結果今天開高走比
[1005.38 -> 1006.38] 雖然沒有跌停
[1006.38 -> 1007.38] 沒錯
[1007.38 -> 1008.38] 但是超級大黑可以
[1008.38 -> 1009.38] 對啊
[1009.38 -> 1010.38] 其實大家都長這樣子
[1010.38 -> 1012.38] 但是我們先看基本面
[1012.38 -> 1013.38] 基本面後面
[1013.38 -> 1015.38] 毛利率會持續的去做提升
[1015.38 -> 1016.38] 明年要挑戰20.7
[1016.38 -> 1017.38] 目前大概16.8
[1017.38 -> 1019.38] 那他其實有蠻多的題材
[1019.38 -> 1020.38] 一個當然就是
[1020.38 -> 1021.38] DDR5
[1021.38 -> 1022.38] 就是所謂的
[1022.38 -> 1023.38] 好 基因相關的
[1023.38 -> 1024.38] 對
[1024.38 -> 1025.38] 那再來還有
[1025.38 -> 1026.38] 就是我們第一的
[1026.38 -> 1027.38] 區東IC
[1027.38 -> 1028.38] 然後跟面板
[1028.38 -> 1030.38] 然後跟金凸塊
[1030.38 -> 1031.38] 金凸塊
[1031.38 -> 1032.38] 我也有一次起幫就
[1032.38 -> 1033.38] 南貿也是有
[1033.38 -> 1034.38] 有稍微做多一點點
[1034.38 -> 1036.38] 但是起幫還是主要龍頭
[1036.38 -> 1037.38] 那目前來說
[1037.38 -> 1039.38] 南貿比較多的題材
[1039.38 -> 1040.38] 主要一開始在長的
[1040.38 -> 1041.38] 就是長基因體
[1041.38 -> 1042.38] 那後面慢慢發現
[1042.38 -> 1043.38] 其實有其他東西之後
[1043.38 -> 1044.38] 一個國家股性
[1044.38 -> 1045.38] 就有一點點改變
[1045.38 -> 1047.38] 就是他可能都是長一段
[1047.38 -> 1048.38] 長一段
[1048.38 -> 1050.38] 那同時也會整理
[1050.38 -> 1051.38] 可能回到起張點
[1051.38 -> 1052.38] 回到起張點
[1052.38 -> 1053.38] 回到起張點
[1053.38 -> 1054.38] 這股性不舒服
[1054.38 -> 1056.38] 所以回落的時候要感滿
[1056.38 -> 1058.38] 那到了這個
[1058.38 -> 1059.38] 創高的過程中
[1059.38 -> 1060.38] 我覺得就可以去關注一下
[1060.38 -> 1061.38] 除非他一個
[1061.38 -> 1063.38] 所謂的貫性的改變
[1063.38 -> 1064.38] 是
[1064.38 -> 1065.38] 那目前看起來
[1065.38 -> 1066.38] 因為大盤不好
[1066.38 -> 1067.38] 所以還看不出來
[1067.38 -> 1068.38] 有沒有關心改變
[1068.38 -> 1069.38] 但合理
[1069.38 -> 1070.38] 有回落的時候
[1070.38 -> 1071.38] 我們剛剛提到
[1071.38 -> 1073.38] 全部都是一個上升區市
[1073.38 -> 1075.38] 那今天也才疊破五個
[1075.38 -> 1076.38] 我們大盤是疊破月線
[1076.38 -> 1078.38] 所以走市上相對比較強勁一點點
[1078.38 -> 1080.38] 那這種股票很容易在大盤
[1080.38 -> 1081.38] 開始走反彈的時候
[1081.38 -> 1083.38] 是有機會先去反應的
[1083.38 -> 1084.38] 注意到後面上來講
[1084.38 -> 1085.38] 創新高後的壓迴
[1085.38 -> 1087.38] 那大盤開始走反彈
[1087.38 -> 1089.38] 這個應該都可以注意一下
[1089.38 -> 1090.38] 行買點
[1090.38 -> 1091.38] 因為之前也有
[1091.38 -> 1092.38] 就是打聽過難貿
[1092.38 -> 1094.38] 因為他比較上升二線風車
[1094.38 -> 1095.38] 對啊
[1095.38 -> 1097.38] 所以他比較沒有集團的奧元
[1097.38 -> 1098.38] 可是入手價
[1098.38 -> 1099.38] 也是比較容易入手的
[1099.38 -> 1100.38] 就是百元附近
[1100.38 -> 1102.38] 確實是少數比較便宜的風車股
[1102.38 -> 1103.38] 那我們來看一個
[1103.38 -> 1104.38] 原本比他更便宜
[1104.38 -> 1107.38] 但突然就比他多在兩倍價格
[1107.38 -> 1108.38] 也是有特定
[1108.38 -> 1110.38] 應該說是主力大護喜歡的
[1110.38 -> 1111.38] 是
[1111.38 -> 1114.38] 因為可以從更前面是幾十塊而已
[1114.38 -> 1116.38] 也有多少到300多
[1116.38 -> 1117.38] 目前來說
[1117.38 -> 1119.38] 股價也比較辛苦一點點
[1119.38 -> 1120.38] 我們剛才提到
[1120.38 -> 1121.38] 他是顯示器的
[1121.38 -> 1123.38] 驅動IC後段的風車大廠
[1123.38 -> 1124.38] 我剛提到
[1124.38 -> 1126.38] 驅突快基本上是以他為主
[1126.38 -> 1128.38] 然後面有投資
[1128.38 -> 1129.38] 這一個金額在馬來西亞
[1129.38 -> 1131.38] 冰層射力新的廠房
[1131.38 -> 1133.38] 也有PO也是他的量產的原點
[1133.38 -> 1135.38] 初期貢獻大概有因收
[1135.38 -> 1136.38] 依照1.5到2%
[1136.38 -> 1137.38] 其實也還要小小的
[1137.38 -> 1138.38] 光線類的
[1138.38 -> 1140.38] 預計將會把整個服務
[1140.38 -> 1142.38] 會延伸到後段的
[1142.38 -> 1143.38] 測試跟切割
[1143.38 -> 1144.38] 明年會有相關的
[1144.38 -> 1145.38] 西光值的
[1145.38 -> 1146.38] 高速爆發器
[1146.38 -> 1148.38] 所以他其實也是有各自的體財
[1148.38 -> 1149.38] 那一開始主要長得
[1149.38 -> 1150.38] 就是驅突快
[1150.38 -> 1152.38] 是比較少人做的
[1152.38 -> 1154.38] 驅突快原本是不重要的東西
[1154.38 -> 1155.38] 可是AI發展反而驅突快
[1155.38 -> 1157.38] 會被阿姨打兩死用
[1157.38 -> 1158.38] 那就是誰會做
[1158.38 -> 1159.38] 誰一直在做
[1159.38 -> 1160.38] 可能就是期房
[1160.38 -> 1161.38] 所以期房
[1161.38 -> 1162.38] 那個時候的股價
[1162.38 -> 1163.38] 接到比較多訂單的時候
[1163.38 -> 1164.38] 才一路拉到的三百多塊
[1164.38 -> 1165.38] 不過技術面上
[1165.38 -> 1166.38] 確實體驅起的走勢
[1166.38 -> 1167.38] 也相對比較辛苦
[1167.38 -> 1168.38] 對 我想說
[1168.38 -> 1169.38] 為什麼你會選他
[1169.38 -> 1170.38] 看起來
[1170.38 -> 1171.38] 他是相對
[1171.38 -> 1173.38] 他數人一上空方結構了嗎
[1173.38 -> 1174.38] 對 因為原本我會覺得
[1174.38 -> 1175.38] 他來到紀憲這個位置
[1175.38 -> 1176.38] 是一個
[1176.38 -> 1178.38] 有在這邊做打體嗎
[1178.38 -> 1179.38] 打體的過程中
[1179.38 -> 1180.38] 這邊小平台
[1180.38 -> 1181.38] 還沒有過而已
[1181.38 -> 1182.38] 所以原本是一個
[1182.38 -> 1183.38] 相情症荡
[1183.38 -> 1185.38] 但是今天這個行情比較不好的時候
[1185.38 -> 1187.38] 他有去跌破了紀憲的位置
[1187.38 -> 1188.38] 對 我原本的想法
[1188.38 -> 1189.38] 是他已經從大盤
[1189.38 -> 1191.38] 回到紀憲的位置
[1191.38 -> 1192.38] 那紀憲如果能夠連續
[1192.38 -> 1193.38] 幾天手好
[1193.38 -> 1195.38] 有機會是一個相對低點
[1195.38 -> 1196.38] 但健康已經不好
[1196.38 -> 1197.38] 所以就被做跌破了
[1197.38 -> 1198.38] 那跌破過程中
[1198.38 -> 1199.38] 我們來觀察一下
[1199.38 -> 1200.38] 這兩天
[1200.38 -> 1201.38] 能不能站回紀憲
[1201.38 -> 1202.38] 那如果站回紀憲
[1202.38 -> 1203.38] 那我覺得
[1203.38 -> 1204.38] 就還是在一個區間平台
[1204.38 -> 1205.38] 去做一個整理
[1205.38 -> 1206.38] 那整理
[1206.38 -> 1207.38] 他可能有機會是
[1207.38 -> 1209.38] 場現的相對低點
[1209.38 -> 1210.38] 或者是場現的
[1210.38 -> 1211.38] 短線目前來說
[1211.38 -> 1213.38] 都要注意一下
[1213.38 -> 1215.38] 因為是大盤的
[1215.38 -> 1217.38] 籌碼的脈一樣
[1217.38 -> 1218.38] 根據本面沒有關係
[1218.38 -> 1219.38] 所以
[1219.38 -> 1220.38] 即方今天比較可惜
[1220.38 -> 1221.38] 原本認為
[1221.38 -> 1222.38] 在這邊有機會繼續做一個盤正
[1222.38 -> 1223.38] 但今天跌破
[1223.38 -> 1224.38] 我們就給他兩天的時間
[1224.38 -> 1225.38] 觀察的部分站回紀憲
[1225.38 -> 1226.38] 最好
[1226.38 -> 1227.38] 就是盤正的過程中
[1227.38 -> 1228.38] 也把這個小高點
[1228.38 -> 1229.38] 大概接近兩百次
[1229.38 -> 1230.38] 是一塊去做一個站位
[1230.38 -> 1231.38] 那這個站位
[1231.38 -> 1232.38] 我覺得就會是一個
[1232.38 -> 1233.38] 碰紀憲
[1233.38 -> 1235.38] 有手駐後的一個
[1235.38 -> 1236.38] 站位全部捲線形態
[1236.38 -> 1237.38] 那這也是在來去做
[1237.38 -> 1238.38] 接著我覺得
[1238.38 -> 1239.38] 會是一個不錯的
[1239.38 -> 1240.38] 長線買點
[1240.38 -> 1241.38] 那短線上當然
[1241.38 -> 1242.38] 剛剛正話提到
[1242.38 -> 1243.38] 阿志就空頭
[1243.38 -> 1244.38] 所以目前看起來
[1244.38 -> 1245.38] 就把他列入志選
[1245.38 -> 1246.38] 那至少知道
[1246.38 -> 1248.38] 他產業跟前景是好的
[1248.38 -> 1249.38] 剩下就是看技術面
[1249.38 -> 1250.38] 上什麼時候轉套
[1250.38 -> 1251.38] 再來做接入
[1251.38 -> 1252.38] 因為期方的話
[1252.38 -> 1253.38] 這一波上的很兇
[1253.38 -> 1255.38] 所以頭性有加持
[1255.38 -> 1257.38] 主力驗內也有加持
[1257.38 -> 1258.38] 對
[1258.38 -> 1259.38] 這一段下來頭性
[1259.38 -> 1261.38] 其實是走得比較兇的
[1261.38 -> 1262.38] 也要看看頭性
[1262.38 -> 1263.38] 越不越越回來
[1263.38 -> 1264.38] 再把它買回來
[1264.38 -> 1266.38] 因為他在業績上面
[1266.38 -> 1267.38] 也必須坦白講
[1267.38 -> 1268.38] 他的成長性
[1268.38 -> 1269.38] 必須剛剛講的
[1269.38 -> 1270.38] 越光基於電來說
[1270.38 -> 1271.38] 他比較慢
[1271.38 -> 1272.38] 真的會比較慢
[1272.38 -> 1273.38] 他比較好慢
[1273.38 -> 1275.38] 他業績成長性比較慢一些
[1275.38 -> 1276.38] 所以我們就要看
[1276.38 -> 1277.38] 我也技術面
[1277.38 -> 1278.38] 在等個幾天吧
[1278.38 -> 1279.38] 好
[1279.38 -> 1280.38] 如果有興趣的朋友
[1280.38 -> 1281.38] 可能要看一下
[1281.38 -> 1282.38] 技術面的形態
[1282.38 -> 1283.38] 當然我們這邊
[1283.38 -> 1284.38] 還是要呼籲一下
[1284.38 -> 1285.38] 可以幫我們的頻道
[1285.38 -> 1287.38] 照顧愛輪說的YouTube頻道
[1287.38 -> 1288.38] 訂閱起來
[1288.38 -> 1290.38] 其實用關鍵日的搜尋
[1290.38 -> 1292.38] 已經可以很親密的搜尋到
[1292.38 -> 1293.38] 當然不會搜尋的朋友
[1293.38 -> 1294.38] 也可以少一下客吧
[1294.38 -> 1295.38] 搜尋比較快
[1295.38 -> 1297.38] 所以我們今天節目
[1297.38 -> 1298.38] 有非常豐富的資料
[1298.38 -> 1299.38] 圖卡
[1299.38 -> 1300.38] 包括等一下帶來
[1300.38 -> 1301.38] 兵會交大家
[1301.38 -> 1302.38] 怎麼樣
[1302.38 -> 1303.38] 你也可以變成
[1303.38 -> 1304.38] 產業大人
[1304.38 -> 1305.38] 怎麼樣你也可以
[1305.38 -> 1306.38] 親自去聽法說
[1306.38 -> 1307.38] 口供師
[1307.38 -> 1309.38] 相關的很多的資料
[1309.38 -> 1310.38] 我們會免費
[1310.38 -> 1311.38] 放在照牌
[1311.38 -> 1312.38] 有Dubber頻道
[1312.38 -> 1313.38] 手頁裡面
[1313.38 -> 1315.38] 貼紋欄點進去
[1315.38 -> 1316.38] 過去好幾集的
[1316.38 -> 1317.38] 也都在裡面
[1317.38 -> 1318.38] 就歡迎訂閱
[1318.38 -> 1319.38] 那下一段節目
[1319.38 -> 1320.38] 我們有帶來兵
[1320.38 -> 1322.38] 他會來交大家
[1322.38 -> 1323.38] 最難的就是對產業
[1323.38 -> 1324.38] 有信心
[1324.38 -> 1326.38] 今天那麼多產業大跌裡面
[1326.38 -> 1327.38] 他確覺得
[1327.38 -> 1339.76] 這只是一個短短的過程
[1339.76 -> 1340.76] 歡迎回來照顧
[1340.76 -> 1341.76] 好
[1341.76 -> 1342.76] 今天你的提感
[1342.76 -> 1344.76] 溫度如何是哪一種動物
[1344.76 -> 1345.76] 哪一種動物
[1345.76 -> 1347.76] 你突然問答我
[1347.76 -> 1349.76] 但提感不是很好是真的
[1349.76 -> 1350.26] 對啊
[1350.26 -> 1351.26] 就變人血動物了
[1351.26 -> 1352.26] 好
[1352.26 -> 1354.26] 需要有人幫你暖暖血嗎
[1354.26 -> 1355.26] 需要
[1355.26 -> 1356.26] 需要
[1356.26 -> 1358.26] 我們今天剛好來的來兵
[1358.26 -> 1359.26] 就很符合
[1359.26 -> 1360.26] 回讓大家可以
[1360.26 -> 1362.26] 稍微輸經活股一下
[1362.26 -> 1363.26] 就是暖暖血
[1363.26 -> 1364.26] 打機血了
[1364.26 -> 1365.26] 因為他有講完句話
[1365.26 -> 1367.26] 他說錯者只是過程
[1367.26 -> 1369.26] 大賺早已決定
[1369.26 -> 1371.26] 所以今天都是過程
[1371.26 -> 1373.26] 今天所有的跌體都過程
[1373.26 -> 1375.26] 你覺得今天
[1375.26 -> 1376.26] 點聽有什麼讓你害怕的嗎
[1376.26 -> 1377.26] 就是
[1377.26 -> 1380.26] 我第一次看到跌體的家屬比長天的家屬多
[1380.26 -> 1382.26] 這個問題怪不太股在的時候
[1382.26 -> 1384.26] 或者是大跌屬不是很容易
[1384.26 -> 1385.26] 但那是股在嘛
[1385.26 -> 1387.26] 你會知道現在可能是股在
[1387.26 -> 1388.26] 今天有一點美拉油
[1388.26 -> 1389.26] 所以突然覺得
[1389.26 -> 1390.26] 你發現什麼事情呢
[1390.26 -> 1391.26] 是
[1391.26 -> 1392.26] 對
[1392.26 -> 1393.26] 有時候也找不到的油
[1394.26 -> 1395.26] 也找不到藉口
[1395.26 -> 1396.26] 好
[1396.26 -> 1397.26] 我們就面對他
[1397.26 -> 1401.26] 好
[1401.26 -> 1403.26] 你今天就把你的打來兵
[1403.26 -> 1404.26] 好
[1404.26 -> 1405.26] 我想如果聽到
[1405.26 -> 1408.74] 應該有很多認識
[1408.74 -> 1409.86] 張姐對長的人就會說
[1409.86 -> 1412.10] 那就是張姐對長
[1412.10 -> 1415.86] 因為您對產業一直都非常的具備有信心
[1415.86 -> 1418.58] 所以取得一個名字叫產業對長
[1418.58 -> 1420.74] 所以切每一次你來節目的時候
[1420.74 -> 1422.54] 其實都會有非常多的觀眾說
[1422.54 -> 1424.18] 笑導在銀光目前
[1424.18 -> 1426.90] 因為你有非常多的投資經具
[1426.90 -> 1428.14] 那這邊農說起來
[1428.14 -> 1429.62] 你最在意的投資經具
[1429.62 -> 1431.02] 可以跟大家分享一下嗎
[1431.02 -> 1432.62] 第一個就是產業研究
[1432.62 -> 1434.42] 在前股票標準在後
[1434.74 -> 1436.22] 那你才會看對
[1436.22 -> 1438.42] 因為其實看對有可能一半一半
[1438.42 -> 1438.82] 是
[1438.82 -> 1439.86] 那你要趕壓
[1439.86 -> 1441.42] 有的人看對買一點點
[1441.42 -> 1443.02] 然後看錯了買98張
[1443.02 -> 1444.82] 好看對的買兩張
[1444.82 -> 1447.34] 趕壓要報長大概就只有8分之一
[1447.34 -> 1448.74] 12.5%
[1448.74 -> 1450.54] 甚至有可能不到兩層的
[1450.54 -> 1453.22] 在股票能夠得到比較大的獲利
[1453.22 -> 1454.58] 所以看對壓大報長
[1454.58 -> 1456.86] 來自於這個產業研究的生路
[1456.86 -> 1459.50] 所以今天跟大家聊一些產業研究的方法
[1459.50 -> 1461.82] 也可能也可以帶給大家一些幫助件
[1462.22 -> 1464.42] 為什麼會走上產業這條路
[1464.42 -> 1465.46] 我覺得產業最難
[1465.46 -> 1466.06] 對啊
[1466.06 -> 1466.42] 對
[1466.42 -> 1467.18] 產業呢
[1467.18 -> 1468.34] 好被身為產業隊長的
[1468.34 -> 1470.42] 由來當然剛剛的獎的
[1470.42 -> 1472.42] 很多的產業在過程中
[1472.42 -> 1473.38] 有一些狀況
[1473.38 -> 1474.46] 例如說他在長
[1474.46 -> 1476.46] 結果中間就出現很多的債因
[1476.46 -> 1478.30] 或是他以前沒這樣的掌握
[1478.30 -> 1479.34] 你覺得不可能
[1479.34 -> 1481.02] 他不可能拖太換國
[1481.02 -> 1481.98] 不過這邊就有產業
[1481.98 -> 1484.90] 日常過去的很多風工委業
[1484.90 -> 1486.18] 例如說像重點
[1486.18 -> 1487.46] 以前重點我們覺得
[1487.46 -> 1489.62] 幾十塊就已經了不起了
[1489.62 -> 1492.18] 但是華盛就從大概一百多塊
[1492.18 -> 1494.30] 一路看到一千塊錢
[1494.30 -> 1496.66] 因為那個時候沒有做一個產業解放
[1496.66 -> 1497.22] 我就覺得
[1497.22 -> 1498.90] 我好不可思議
[1498.90 -> 1501.06] 忘記也是幾百塊錢
[1501.06 -> 1502.18] 講到六千塊
[1502.18 -> 1503.98] 全連這個兩個都有聽到
[1503.98 -> 1505.98] 也是幾百塊講到兩千塊
[1505.98 -> 1507.02] 經濟也是
[1507.02 -> 1507.98] 這一些
[1507.98 -> 1509.34] 為什麼可以變成這種
[1509.34 -> 1510.62] 被數的長幅
[1510.62 -> 1511.62] 你願意掌握到
[1511.62 -> 1513.50] 能夠掌握到有什麼秘訣嗎
[1513.50 -> 1513.98] OK
[1513.98 -> 1515.74] 那其實就是
[1515.74 -> 1517.26] 大概出到也是幾年
[1517.26 -> 1518.38] 那被叫產業隊長
[1518.38 -> 1520.34] 其實也是有時候也是這個
[1520.34 -> 1521.66] 因緣機會
[1521.66 -> 1523.34] 以前我們就是做補票
[1523.34 -> 1524.66] 很早就喜歡做補票
[1524.66 -> 1526.14] 很早就輸錢
[1526.14 -> 1527.50] 好 那輸錢就想說
[1527.50 -> 1528.46] 三大法人
[1528.46 -> 1529.62] 那是大學的時候
[1529.62 -> 1531.98] 那三大法每天早上就在看
[1531.98 -> 1532.82] 看這個東西
[1532.82 -> 1534.06] 看這個有台
[1534.06 -> 1535.86] 什麼是三大法人買賣超
[1535.86 -> 1536.86] 我就會想哪一天
[1536.86 -> 1538.62] 我能當上三大法人
[1538.62 -> 1541.14] 我應該能夠停止輸錢了吧
[1541.14 -> 1542.26] 就當好不容易
[1542.26 -> 1543.62] 就是A考了證照
[1543.62 -> 1544.74] 你能研究所
[1544.74 -> 1546.26] 當了這個證券
[1546.26 -> 1547.90] 在亞東正確的頭心頭骨
[1547.90 -> 1549.10] 當這個研究員
[1549.10 -> 1549.86] 當了之後
[1549.86 -> 1551.10] 繼續輸錢
[1551.10 -> 1552.66] 其實是講到2008年
[1552.66 -> 1553.82] 那年有賺錢
[1553.82 -> 1555.34] 然後200395
[1555.34 -> 1556.70] 然後在北上的被票
[1556.70 -> 1559.26] 我是這個台南的被票當研究員
[1559.26 -> 1561.62] 然後就賺那年當然底部
[1561.62 -> 1562.62] 那當然錢也少
[1562.62 -> 1563.50] 就賺錢
[1563.50 -> 1564.18] 後來
[1564.18 -> 1565.74] 0901201112
[1565.74 -> 1566.94] 就一直輸錢
[1566.94 -> 1567.66] 輸光的朋友
[1567.66 -> 1568.76] 我為什麼了
[1568.76 -> 1569.14] 對
[1569.14 -> 1569.58] 那想說
[1569.58 -> 1572.18] 我們已經頂先的產業資訊
[1572.18 -> 1573.60] 一年寫200篇報告
[1573.60 -> 1574.78] 拜訪100多間公司
[1574.78 -> 1575.30] 是
[1575.30 -> 1576.42] 然後那個輸
[1576.42 -> 1577.90] 還能輸還輸光
[1577.90 -> 1578.76] 就是說還輸到
[1578.76 -> 1581.90] 就是把那個新水
[1581.90 -> 1583.44] 講進都逃進去
[1583.44 -> 1584.50] 然後還是輸
[1584.50 -> 1586.18] 我記得好像一二年的時候
[1586.18 -> 1587.94] 好像也是上萬點
[1587.94 -> 1589.04] 滿英九政府的時候
[1589.04 -> 1590.76] 然後只長大利貢
[1590.76 -> 1592.74] 反正結論就輸很慘
[1592.74 -> 1593.94] 後來我想說奇怪
[1593.94 -> 1595.18] 到底哪裡說問題
[1595.18 -> 1597.22] 那當然我們以前這個楊仁君的副總
[1597.22 -> 1598.54] 他也算是我的貴員
[1598.54 -> 1600.50] 我們也送我們去這個公演院上
[1600.50 -> 1602.14] 那個產業分析的課
[1602.14 -> 1603.42] 我就想到奇怪
[1603.42 -> 1606.18] 如果像比德林區一樣那麼認真
[1606.18 -> 1606.98] 八騰阿伯
[1606.98 -> 1608.86] 阿美年都在拜訪公司
[1608.86 -> 1610.46] 還能輸那少了什麼
[1610.46 -> 1611.86] 就踏踏
[1611.86 -> 1612.46] 也就是說
[1612.46 -> 1614.22] 我們老闆就跟我們講說
[1614.22 -> 1616.18] 你們出去都蝦蠻
[1616.18 -> 1618.58] 你到布魯再加好好做完研究
[1618.58 -> 1620.18] 確定哪一個產業
[1620.18 -> 1622.50] 產業的供應鏈的上中下誘
[1622.50 -> 1625.30] 那產業的這個競爭的優勢
[1625.30 -> 1625.94] 然後呢
[1625.94 -> 1627.66] 選好產業之後呢
[1627.66 -> 1631.06] 你在從裡面去做大量的拜訪
[1631.06 -> 1632.50] 所以他們當這件事情
[1632.50 -> 1633.30] 就發現
[1633.30 -> 1634.98] 其實如果從產業出發後
[1634.98 -> 1636.10] 跟水優率走
[1636.10 -> 1636.90] 跟水產業
[1636.90 -> 1638.82] 趨勢走 優率不需要
[1638.82 -> 1640.18] 所以其實我也有一個經具
[1640.18 -> 1642.18] 也就是說這個造化講的
[1642.18 -> 1644.58] 所以事情挑困難的做
[1644.58 -> 1645.86] 他賺錢會變得簡單
[1645.86 -> 1646.42] 是
[1646.42 -> 1648.10] 所以我覺得就那個時候開始
[1648.10 -> 1648.66] 那當然
[1648.66 -> 1649.86] 我們當研究的時候
[1649.86 -> 1652.26] 也研究了很多的我們的產業
[1652.26 -> 1654.34] 所以我早期研究過M1D
