---
source_url: https://www.youtube.com/watch?v=Or-gZxDhTS0
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 73fababa407f363d98a2d358d0150173ae7a4098442903663de4f4d8556274da
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2929.992000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/Or-gZxDhTS0_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[1037.07 -> 1038.07] 反而是多頭形
[1038.07 -> 1039.07] 反而比較安全
[1039.07 -> 1040.27] 如果是水溫的話
[1040.27 -> 1041.71] 切記早上太好了
[1041.71 -> 1042.51] 對
[1042.51 -> 1043.07] 謝謝
[1043.07 -> 1043.71] 謝謝
[1044.51 -> 1046.03] 好 盤在正當
[1046.03 -> 1048.19] 主要是要提醒大家的是第一
[1048.19 -> 1050.59] 我們要認清楚現在的形式
[1050.59 -> 1052.99] 還是多頭不用自己下自己
[1052.99 -> 1053.87] 但是第二
[1053.87 -> 1054.99] 一定要切記
[1054.99 -> 1057.79] 直音保太不要讓自己被套勞
[1057.79 -> 1059.47] 因為可能前一陣子會覺得
[1059.47 -> 1061.47] 沒有關係要任何股下來就減
[1061.47 -> 1062.67] 或是追
[1062.67 -> 1064.51] 之後很快就會再創高
[1064.51 -> 1066.27] 可是因為現在不是這樣的格局
[1066.27 -> 1068.11] 如果大家的錢都在被套勞中
[1068.11 -> 1069.87] 沒有新的錢沒有多的資金
[1069.87 -> 1070.99] 反而機會來了
[1070.99 -> 1072.43] 是沒辦法掌握住的
[1072.43 -> 1073.87] 水套勞興法很重要
[1073.87 -> 1074.91] 第三個主要是
[1074.91 -> 1076.11] 還是幫大家找到了
[1076.11 -> 1078.59] 形態好比較低價位的公司
[1078.59 -> 1079.31] 因為現在
[1079.31 -> 1080.19] 地方的資金
[1080.19 -> 1081.47] 剛剛講到可能傳染
[1081.47 -> 1082.99] 可能軍工可能升級
[1082.99 -> 1085.07] 那也可能是比較中低價位
[1085.07 -> 1086.35] 才剛剛其仗的
[1086.35 -> 1087.79] 如果真的還想視水溫
[1087.79 -> 1090.51] 這邊會是比較容易賺到錢的地方
[1090.51 -> 1091.39] 好 廣告回來
[1091.39 -> 1092.59] 廣播要上場了
[1092.59 -> 1093.87] 廣播也要跟大家分享
[1093.87 -> 1095.71] 現在AID的隔估值非常多
[1095.71 -> 1098.11] 這個研調機構又來講了幾年後
[1098.11 -> 1100.43] 全世界的AID在乎就會高達7.1
[1100.43 -> 1101.15] 照每元
[1101.15 -> 1102.35] 但是這些在乎
[1102.35 -> 1103.95] 就算我們台場訂單
[1103.95 -> 1104.99] 我們可以看到今天
[1104.99 -> 1106.91] PPO被推出了夾戶病房
[1106.91 -> 1107.79] 後續還有沒有
[1107.79 -> 1115.97] 廣播來告訴你
[1115.97 -> 1117.17] 其實最近排名上
[1117.17 -> 1119.57] 雖然說沒有國際國際的大事件
[1119.57 -> 1121.65] 但是比較影響的就是
[1121.65 -> 1123.65] AID鬼布是
[1123.65 -> 1125.09] 也可能因為我們的衛接場
[1125.09 -> 1125.97] 到底比較高了
[1125.97 -> 1127.09] 所以大家必顯的
[1127.09 -> 1128.53] 感受跑出來了之後
[1128.53 -> 1129.81] 只要與1.1年的立刻
[1129.81 -> 1131.57] 就會進行比較大的洗刷
[1131.57 -> 1132.85] 所以媽靠什麼呢
[1132.85 -> 1135.41] 靠穩定的王國
[1135.41 -> 1137.25] 我們都講說現在買股票
[1137.25 -> 1138.77] 以前都討厭那種不會動的
[1138.77 -> 1141.41] 因為不會動的反而是必風感
[1141.41 -> 1142.45] 好 這個
[1142.45 -> 1143.89] 這家引導機構又來了
[1143.89 -> 1144.77] 他有提到
[1144.77 -> 1147.09] 灰打會成為AID最大的在乎
[1147.09 -> 1148.37] 之後有可能
[1148.37 -> 1151.25] 全世界的在乎AID會高達7.1照
[1151.25 -> 1152.21] 沒有關係
[1152.21 -> 1153.09] 其實這些都是
[1153.09 -> 1154.05] 我們都應該要進行
[1154.05 -> 1154.93] 不是 我們的
[1154.93 -> 1156.69] 那CPU終於被你講到
[1156.69 -> 1157.89] 有點出病房了
[1157.89 -> 1159.33] CPU是大魔送暖
[1159.33 -> 1160.85] 所以要提前獲利
[1160.85 -> 1162.29] 其實我剛才有聽那個
[1162.29 -> 1163.33] 主老師在講
[1163.33 -> 1164.69] 我覺得說其實有時候大家
[1164.69 -> 1166.45] 現在情緒有時候會被
[1166.45 -> 1167.33] 排面影響
[1167.33 -> 1169.33] 以前是偶爾大場面
[1169.33 -> 1170.29] 比如說禮拜三
[1170.29 -> 1171.97] 我跟主老師來的時候
[1171.97 -> 1172.69] 大場面
[1172.69 -> 1174.37] 現在不是現在是常常大場面
[1174.37 -> 1177.41] 所以大家應該要開始做個調整
[1177.41 -> 1178.77] 那當然最近的
[1178.77 -> 1180.61] AID鬼布是太多
[1180.61 -> 1181.49] 對 很奇怪
[1181.49 -> 1182.53] 鬼門都還沒有看
[1182.53 -> 1183.41] 鬼布是
[1183.41 -> 1184.05] 對
[1184.05 -> 1184.77] 這樣
[1184.77 -> 1187.09] 大家都都很怕
[1187.09 -> 1188.77] 剛剛人灰打了
[1188.77 -> 1191.25] CMENNN時期有發表這個看
[1191.25 -> 1193.25] 因為灰打怎麼會打說
[1193.25 -> 1195.41] 如果如果說
[1195.41 -> 1198.05] 你的算力的租令
[1198.05 -> 1200.05] 如果說你賣得不好
[1200.05 -> 1201.57] 那我按照
[1201.57 -> 1203.01] 我們預設的價格
[1203.01 -> 1204.45] 就跟你買了
[1204.45 -> 1206.05] 如果說你賣高一點
[1206.05 -> 1208.69] 你那個相關的利潤要分享
[1208.69 -> 1209.81] 那另外就是說
[1209.81 -> 1211.97] 它會去做一個所單寶
[1211.97 -> 1212.45] 所以
[1212.45 -> 1215.25] 大家都要講說灰打已經變成所謂的
[1215.25 -> 1216.13] AID陽行
[1216.13 -> 1216.69] 當然
[1216.69 -> 1217.89] 如果如果說
[1217.89 -> 1220.29] 大家都要去做資本支出的增加
[1220.29 -> 1220.85] 那當然
[1220.85 -> 1221.65] 當然在無
[1221.65 -> 1223.49] 有時候就是必須靠舉戰
[1223.49 -> 1224.93] 那當然在舉戰的過程當
[1224.93 -> 1226.53] 剛才講得很好
[1226.53 -> 1227.73] 而且就提到一個重點
[1227.73 -> 1230.53] 那種蠻蠻蠻蠻蠻蠻資本支出
[1230.53 -> 1232.29] 接下來的訂單就是我們的
[1232.29 -> 1233.89] 所以我個人認為
[1233.89 -> 1235.89] 那個灰打不管會不會
[1235.89 -> 1237.49] 化身為AID陽行
[1237.49 -> 1238.77] 其實以目前它
[1238.77 -> 1240.29] 這些訂單的確是
[1240.29 -> 1242.13] 比較跟台灣的相關場上
[1242.13 -> 1243.97] 有關反正鬼故事就很多
[1243.97 -> 1245.09] 所以我們來看一下
[1245.09 -> 1246.21] 這些指標股
[1246.21 -> 1247.73] 狀況如何也不好
[1247.73 -> 1248.93] 確實狀況不一樣
[1248.93 -> 1251.65] 其實如果我們把灰打給拿掉
[1251.65 -> 1252.21] 拿掉
[1252.21 -> 1254.21] 因為它現在還是所謂的
[1254.21 -> 1255.01] 四指王
[1255.01 -> 1257.17] 不過最近有看到蘋果要追上
[1257.17 -> 1258.37] 對
[1258.37 -> 1259.49] 那你看這些
[1259.49 -> 1261.25] 美光鋼林脈威爾
[1261.25 -> 1263.49] 科林研發成疊科類音調
[1263.49 -> 1264.93] 全部之前的標課
[1264.93 -> 1266.37] 全部都掉下來了
[1266.37 -> 1267.73] 全部都之前的標股
[1267.73 -> 1269.73] 所以感覺上就好像有一些之前
[1269.73 -> 1270.45] 長很多了
[1270.45 -> 1271.33] 最近再會
[1271.33 -> 1273.49] 那剛才撞回跟大家講
[1273.49 -> 1274.61] 資金的敲敲版
[1274.61 -> 1276.77] 所以科技股休息的同時
[1276.77 -> 1278.37] 美國是在長金龍股
[1278.37 -> 1280.05] 是在長醫療保健股
[1280.05 -> 1280.85] 所以
[1280.85 -> 1283.41] 也目前看來這個市場好像好像是說
[1283.41 -> 1284.85] 這邊之前長很多
[1284.85 -> 1286.85] 然後這邊其他的股票
[1286.85 -> 1288.21] 在這邊休息的時候
[1288.21 -> 1289.01] 這個上來
[1289.01 -> 1291.17] 所以就股市的角度來看
[1291.17 -> 1292.21] 當然是有當然
[1292.21 -> 1293.41] 它是一個輪道
[1293.41 -> 1294.77] 只是說費半
[1294.77 -> 1296.77] 因為它的成分股主要是半導體
[1296.77 -> 1298.85] 所以衝上去之後衝下來
[1298.85 -> 1300.93] 大家可能怎麼可能還在注意
[1301.65 -> 1302.61] 我們來看一下
[1302.61 -> 1305.81] 這個是我們的廣達跟紅海
[1305.81 -> 1307.85] 但廣達在這邊算是一個
[1307.85 -> 1309.25] 廣場抗疊
[1309.25 -> 1310.09] 我們想想講說
[1310.09 -> 1310.93] 所以你中喔
[1310.93 -> 1312.29] 說這種我們剛才提到
[1312.29 -> 1314.01] 這些都是我們的訂單
[1314.01 -> 1315.17] 沒有 你說說新高
[1315.17 -> 1315.97] 對 說新高
[1315.97 -> 1317.73] 那但是沒有太大的表現
[1317.73 -> 1318.65] 但是至少人
[1318.65 -> 1320.01] 至少他很穩
[1320.01 -> 1320.61] 很穩
[1320.61 -> 1321.65] 所以我們就注意一下
[1321.65 -> 1322.77] 是比有機會說
[1322.77 -> 1323.57] 跟上來了
[1323.57 -> 1324.37] 當然
[1324.37 -> 1327.09] AI似服氣的營收年增三位數
[1327.09 -> 1328.37] 它還是認為
[1328.37 -> 1329.61] 我們就是年增三位數
[1329.61 -> 1330.81] 他們沒有改看吧
[1330.81 -> 1331.81] 而且
[1331.81 -> 1332.61] 萬大明年
[1332.61 -> 1334.37] 訂單年能見度到2020年
[1334.37 -> 1337.45] 所以你看廣達的姿態就很高
[1337.45 -> 1339.21] 只是說有沒有機會去
[1339.21 -> 1340.61] 跟這個事傷吧
[1340.61 -> 1341.93] 很重要 很重要
[1341.93 -> 1342.97] 當然如果它能夠
[1342.97 -> 1344.37] 賺錢表態的話
[1344.37 -> 1346.45] 紅海為創了
[1346.45 -> 1348.17] 唯一就機會帶上
[1348.17 -> 1349.45] 因為廣達算是
[1349.45 -> 1350.81] 營端是不是非常純的
[1350.81 -> 1351.81] 工資
[1351.81 -> 1352.81] 也說新高了
[1352.81 -> 1354.21] 也講說好成績了
[1354.21 -> 1355.41] 這個抗疊
[1355.41 -> 1356.85] 但是紅海看起來
[1356.85 -> 1358.21] 有一點辛苦
[1358.21 -> 1358.81] 有點辛苦
[1358.81 -> 1360.21] 而且我覺得紅海可能
[1360.21 -> 1361.77] 怎麼樣可能有時候
[1361.77 -> 1364.17] 在所謂外資
[1364.17 -> 1365.81] 發了提款的過程當中
[1365.81 -> 1366.65] 可能在罵的時候
[1366.65 -> 1369.45] 而且紅海的那個古名也特別多
[1369.45 -> 1371.05] 對 所以就變成說
[1371.05 -> 1372.37] 它的形態就是之前
[1372.37 -> 1373.93] 充正一波大眼開心
[1373.93 -> 1375.05] 因為我們就說
[1375.05 -> 1376.45] 這個數字出來了
[1376.45 -> 1377.05] 對不對
[1377.05 -> 1377.73] 也確實了
[1377.73 -> 1378.41] 真的到了
[1378.41 -> 1379.61] 結果明昊最近疊的時候
[1379.61 -> 1380.21] 它還是
[1380.21 -> 1381.69] 它也是不客氣
[1381.69 -> 1382.57] 當然
[1382.57 -> 1385.05] 當然它的年線的位置在二四
[1385.05 -> 1385.65] 所以
[1385.65 -> 1386.81] 如果在疊的話
[1386.81 -> 1388.53] 就快到年線
[1388.53 -> 1389.33] 快到年線
[1389.33 -> 1390.53] 當然
[1390.53 -> 1392.13] 如果讓它到年線的話
[1392.13 -> 1392.93] 你是不是
[1392.93 -> 1394.37] 接近年線你要去罵
[1394.37 -> 1396.09] 我認為可能不用了
[1396.09 -> 1396.93] 只是說
[1396.93 -> 1398.17] 剛才我們提到一個重點的時候
[1398.17 -> 1399.17] 有時候你要等
[1399.17 -> 1401.33] 等得有點新荒荒一亂亂
[1401.33 -> 1402.29] 但是我是覺得
[1402.29 -> 1403.69] 在這裡應該是可以等
[1403.69 -> 1405.33] 對 而且它要年線了
[1405.33 -> 1406.21] 對啊 六月營色
[1406.21 -> 1407.45] 也是年輕人百分之五十二
[1407.45 -> 1408.37] 而且
[1408.37 -> 1409.81] 流等講得很清楚
[1409.81 -> 1410.77] 流氓會等上講
[1410.77 -> 1412.65] 我以後的營運目標
[1412.65 -> 1414.17] 每年就是要賺兩個古本
[1414.17 -> 1415.69] 那這樣本一筆就很低了
[1415.69 -> 1416.73] 很低了
[1416.73 -> 1417.45] 其實
[1417.45 -> 1420.29] 很大跟紅海的本意比都很低
[1420.29 -> 1422.93] 所以這個如果從本意比的角度來看
[1422.93 -> 1426.69] 就他們的所謂的配習的鼓勵政政來看
[1426.69 -> 1428.21] 就這個鼓票原則上
[1428.21 -> 1429.25] 就是不要殺敵
[1429.25 -> 1430.05] 不要殺敵
[1430.05 -> 1431.65] 只是什麼時候工上來
[1431.65 -> 1434.05] 可能要看整個旁邊的發展
[1434.05 -> 1435.25] 比較不活潑了
[1435.25 -> 1437.05] 因為現在量能也比較低
[1437.05 -> 1437.65] 對 所以
[1437.65 -> 1439.81] 或至少他們比較不會讓你
[1439.81 -> 1441.37] 覺得會在暴敵了
[1441.37 -> 1443.41] 來看活潑的星際數
[1443.41 -> 1444.65] 就是Copoci
[1444.65 -> 1446.41] 台積電還是厲害
[1446.41 -> 1448.61] 有機會提前量產
[1448.61 -> 1449.45] 當然
[1449.45 -> 1451.81] 當然其實不管是三星也好了
[1451.81 -> 1452.41] 因為聽聽聽聽
[1452.41 -> 1453.85] 有時候都想溫到超超的
[1453.85 -> 1456.45] 它標題用抗提前量產
[1456.45 -> 1457.01] 是 當然
[1457.01 -> 1459.01] 不用抗好不好
[1459.01 -> 1460.53] 螢幕前看來當然
[1460.53 -> 1461.01] 當然
[1461.01 -> 1463.17] 台積電如果能夠提前量產
[1463.17 -> 1464.41] 產能夠開出來的話
[1464.41 -> 1465.41] 當然怎麼樣
[1465.41 -> 1466.41] 你不管是音退
[1466.41 -> 1467.51] 或是三星要
[1467.51 -> 1468.89] 過來搶單的話
[1468.89 -> 1470.05] 可能就沒有那麼容易
[1470.05 -> 1471.01] 因為的確
[1471.01 -> 1472.65] 大家都在等大村長
[1472.65 -> 1474.21] 大村長的台積電
[1474.21 -> 1475.41] 7月16號發說
[1475.41 -> 1476.97] 我們就看說7月16號
[1476.97 -> 1477.61] 法說
[1477.61 -> 1479.21] 大家會注意幾個重點
[1479.21 -> 1479.69] 除了說
[1479.69 -> 1481.21] 資本之初毛利率之外
[1481.21 -> 1482.69] 大家注意什麼
[1482.69 -> 1484.41] 相關的Copoci的進度
[1484.41 -> 1485.57] 另外就是所謂的
[1485.57 -> 1486.57] 細光紙
[1486.57 -> 1488.81] 它接下來到底發展的方向
[1488.81 -> 1489.33] 還有什麼
[1489.33 -> 1490.01] 還有進度
[1490.01 -> 1491.65] 所以我們目前看來
[1491.65 -> 1492.49] 如果說
[1492.49 -> 1493.33] 我們要看的話
[1493.33 -> 1495.41] 當然先進風裝這一塊
[1495.41 -> 1495.85] 是
[1495.85 -> 1497.53] 台積電如果進度能夠超前的話
[1497.53 -> 1498.21] 當然
[1498.21 -> 1499.85] 當然台灣這些廠商
[1499.85 -> 1501.01] 其實就是受惠
[1501.01 -> 1501.77] 是 對
[1501.77 -> 1503.17] 所以剛剛也有提到
[1503.17 -> 1504.09] 像做部理院
[1504.09 -> 1505.41] 講關計數的態生
[1505.41 -> 1506.77] 不過它的故假型態
[1506.77 -> 1508.01] 都不是很好看
[1508.01 -> 1509.57] 但是它是之前是標鼓
[1509.57 -> 1510.45] 而且它說
[1510.45 -> 1511.61] 其實它相關的
[1511.61 -> 1513.53] 玻璃機板的應用也會超級
[1513.53 -> 1514.73] 所以這個大約要注意
[1514.73 -> 1515.81] 產業的發展
[1515.81 -> 1517.85] 所以我們要看這個所謂的
[1517.85 -> 1519.81] 產業的進度的話
[1519.81 -> 1521.49] 當然就要特別特別的
[1521.49 -> 1522.61] 這些大哥
[1522.61 -> 1524.21] 所以你這邊還是回復到
[1524.21 -> 1525.53] 比較我們知道的
[1525.53 -> 1526.65] 風車大廠商
[1526.65 -> 1527.45] 對風車大廠
[1527.45 -> 1529.33] 其實如果我們看它的營收的話
[1529.33 -> 1530.33] 其實都還不錯了
[1530.33 -> 1532.13] 新權政治是創高
[1532.13 -> 1532.49] 對
[1532.49 -> 1534.29] 當然今天台積電的
[1534.29 -> 1535.57] 指工師
[1535.57 -> 1536.21] 新權產產
[1536.21 -> 1537.89] 今天直接衝上的主張
[1537.89 -> 1538.85] 說真的
[1538.85 -> 1539.89] 這個在追蹤的過程
[1539.89 -> 1540.89] 有的股票之前
[1540.89 -> 1542.01] 其實都上來過
[1542.01 -> 1543.13] 上來過了壓迴
[1543.13 -> 1543.93] 壓迴之後
[1543.93 -> 1545.73] 就看它有沒有機會在上
[1545.73 -> 1546.73] 目前看來
[1546.73 -> 1548.13] 頭性的確有一些公司
[1548.13 -> 1549.13] 它有做麼
[1549.13 -> 1550.09] 400張大護
[1550.09 -> 1551.41] 倒是很整齊
[1551.41 -> 1553.13] 其實它還是有在買
[1553.13 -> 1553.97] 在先進風裝
[1553.97 -> 1555.17] 就可能就是很看
[1555.17 -> 1556.17] 我們看有先進風裝
[1556.17 -> 1557.49] 所以我這看法是說
[1557.49 -> 1558.77] 其實先進風裝
[1558.77 -> 1561.13] 也是未來發展的一個重點
[1561.13 -> 1562.53] 那你就先進入到
[1562.53 -> 1563.33] 群創
[1563.33 -> 1563.93] 對
[1563.93 -> 1564.53] 群創
[1564.53 -> 1564.93] 對
[1564.93 -> 1565.13] 對
[1565.13 -> 1565.33] 對
[1565.33 -> 1566.53] 群創我覺得
[1566.53 -> 1567.33] 大家還是要注意
[1567.33 -> 1567.73] 為什麼
[1567.73 -> 1568.09] 因為
[1568.09 -> 1570.93] 如果我們照它的相關的發展
[1570.93 -> 1572.77] 方向第一劑一批是0.2
[1572.77 -> 1573.77] 4月單月一批
[1573.77 -> 1574.93] 這0.2期了
[1574.93 -> 1575.65] 而且什麼
[1575.65 -> 1576.77] 而且公司出來講
[1576.77 -> 1579.53] 所謂善出型風裝的產能滿展
[1579.53 -> 1581.29] 雖然大家會去討論
[1581.29 -> 1583.09] 說善出型風裝
[1583.09 -> 1583.57] 產能滿展
[1583.57 -> 1586.17] 但是跟它的營收比重
[1586.17 -> 1587.81] 可能還沒有大幅提升
[1587.81 -> 1589.57] 那搞不好以後就大幅提升
[1589.57 -> 1590.21] 所以這個
[1590.21 -> 1592.25] 我們要注意而且人氣鼓
[1592.25 -> 1593.49] 然後又是所謂
[1593.49 -> 1595.49] 聲明細光之產業聯盟的成員
[1595.49 -> 1597.45] 所以這輪鼓票去支攤很高
[1597.45 -> 1597.81] 是
[1597.81 -> 1598.57] 我的看法
[1598.57 -> 1598.89] 我都看法
[1598.89 -> 1599.65] 如果說
[1599.65 -> 1600.69] Copoci
[1600.69 -> 1604.29] 化原廣的化原廣廣體在上來了
[1604.29 -> 1605.25] 它是有機會去
[1605.25 -> 1606.45] 供過這個前部高點
[1606.45 -> 1606.85] 是
[1606.85 -> 1607.81] 對
[1607.81 -> 1609.41] 那它現在就是很盤爭力的
[1609.41 -> 1610.69] 而且因為它現在還是
[1610.69 -> 1611.57] 百元以下
[1611.57 -> 1613.41] 現在百元以下的鼓票
[1613.41 -> 1614.93] 只要人氣夠
[1614.93 -> 1616.25] 其實要衝上遇都很快
[1616.25 -> 1617.33] 所以這輪鼓票
[1617.33 -> 1620.01] 我覺得大家還是要把它放在口袋名單
[1620.01 -> 1621.81] 另外一檔是利程
[1621.81 -> 1623.41] 這個也整理好久
[1623.41 -> 1624.49] 今天還走路
[1624.49 -> 1626.13] 其實之前我們在討論
[1626.13 -> 1627.85] 這裡的時候有聊過
[1627.85 -> 1629.21] 因為你要送暖它
[1629.21 -> 1630.37] 頭性一直慢
[1630.37 -> 1630.61] 對
[1630.61 -> 1631.77] 但是賣不下來
[1631.77 -> 1634.17] 頭性怎麼賣不下來後來就噴出去
[1634.17 -> 1635.01] 噴出去之後
[1635.01 -> 1635.53] 你看
[1635.53 -> 1636.61] 因為被動是
[1636.61 -> 1637.01] 對
[1637.01 -> 1639.77] 其實頭性現在還沒有大幅的回補
[1639.77 -> 1642.01] 但是鼓價的整理之塔也滿高的
[1642.01 -> 1643.77] 甚至有一些外資回來
[1643.77 -> 1644.97] 我的看法我都看
[1644.97 -> 1645.61] 就是說
[1645.61 -> 1646.61] 其實它有說過
[1646.61 -> 1648.97] 它要擴充FOP的那個產能
[1648.97 -> 1650.25] 它也要布局CPO
[1650.25 -> 1654.29] 所以幫忙像剛才的群狀也好例子
[1654.29 -> 1655.61] 他們現在已經不是說
[1655.61 -> 1657.61] 很單純過去的那個
[1657.61 -> 1659.21] 也所謂的營運的方向
[1659.21 -> 1660.81] 反響有新的東西出來
[1660.81 -> 1662.33] 我的看法是其實
[1662.33 -> 1664.21] 這裡也是一個軍艦究竟
[1664.21 -> 1665.49] 所以也是一個送暖
[1665.49 -> 1667.33] 我發現歷程真的是要等
[1667.33 -> 1668.89] 等了就會宅那麼一段
[1668.89 -> 1669.81] 跟來那麼一段之後
[1669.81 -> 1671.17] 又要開始整理
[1671.17 -> 1673.73] 最有時候鼓票就是要要稍微有難處
[1673.73 -> 1674.81] 因為整理超級久
[1674.81 -> 1675.69] 對
[1675.69 -> 1676.89] 然後突然噴出去
[1676.89 -> 1677.77] 目前看起來
[1677.77 -> 1679.57] 因為公司也是出正面的群號
[1679.57 -> 1680.81] 那我們就來看說
[1680.81 -> 1682.25] 接下來我們有機會了
[1682.25 -> 1683.09] 好
[1683.09 -> 1684.25] 那這樣子CPO
[1684.25 -> 1687.05] 我想關心CPO的那個粉絲很多
[1687.05 -> 1688.81] 因為你算是我們這邊
[1688.81 -> 1690.89] 一直有持續加很CPO的
[1690.89 -> 1693.53] 說這個CPO是鼓性是很火破
[1693.53 -> 1694.93] 賺的時候大家賺得很卡牌
[1694.93 -> 1696.77] 那跌下來的時候也是很長
[1696.77 -> 1698.49] 很長都三層上的跌
[1698.49 -> 1700.09] 我記得好像是上個禮拜
[1700.09 -> 1702.21] 我們才聊到那個玻璃巧接嘛
[1702.21 -> 1702.73] 是
[1702.73 -> 1703.73] 然後那時候
[1703.73 -> 1704.77] 對 抗議部的那時候
[1704.77 -> 1705.45] 我們提到說
[1705.45 -> 1707.25] 包含像正正的問題
[1707.25 -> 1708.85] 包含像所謂良律的問題
[1708.85 -> 1710.49] 要可靠心測試的問題
[1710.49 -> 1711.81] 那個都還沒有解決
[1711.81 -> 1713.65] 那現在現在其實有外資
[1713.65 -> 1714.93] 也講得很清楚了
[1714.93 -> 1717.17] 那個FAU就是主流技術
[1717.17 -> 1718.69] 好 還是會照圓組流
[1718.69 -> 1719.93] 繼續推進
[1719.93 -> 1721.97] 那如果說按照圓組流
[1721.97 -> 1722.89] 繼續推進的話
[1722.89 -> 1724.65] 台積電的那個Coup的
[1724.65 -> 1724.93] 是
[1724.93 -> 1725.69] 那當然
[1725.69 -> 1727.09] 當然我們還是從裡面
[1727.09 -> 1729.01] 去找一些社會的股票
[1729.01 -> 1730.89] 當然台積電也有一些相關正面的
[1730.89 -> 1731.81] 訓練出來了
[1731.81 -> 1732.05] 是
[1732.05 -> 1733.37] 而且最近高攝
[1733.37 -> 1735.21] 高攝是重亂上權
[1735.21 -> 1736.61] 上權它真的長
[1736.61 -> 1738.25] 因為上權本來是腰斬
[1738.25 -> 1740.21] 對啊 長平
[1740.21 -> 1741.41] 所以我覺得
[1741.41 -> 1744.21] 那個老CPU其實大家可以注意
[1744.21 -> 1745.89] 當然我們來看的過程當中
[1745.89 -> 1747.09] 聯亞的營收是創高
[1747.09 -> 1748.21] 創高了
[1748.21 -> 1750.01] 聯軍的營收創高了
[1750.01 -> 1752.09] 那聯亞總算動了你知道嗎
[1752.09 -> 1753.09] 最怕拉不動
[1753.09 -> 1753.53] 對
[1753.53 -> 1754.73] 再回兩千以上
[1754.73 -> 1755.81] 對
[1755.81 -> 1756.85] 目前看起來
[1756.85 -> 1758.21] 投進之前氣手嗎
[1758.21 -> 1760.21] 但是投進有回來買些
[1760.21 -> 1761.53] 如果投進有回來買一些
[1761.53 -> 1762.93] 都我覺得搞不好
[1762.93 -> 1765.37] 是搞不好那個買盤會慢慢的進來
[1765.37 -> 1766.73] 別亂光勝附入圍
[1766.73 -> 1768.57] 玩完全全是第一代的
[1768.57 -> 1771.01] 第一代就是去年的標股
[1771.01 -> 1772.53] 去年有時候我們還是要看一下
[1772.53 -> 1774.21] 法人大護油滿的
[1774.21 -> 1776.05] 然後營運展望其他的
[1776.05 -> 1777.93] 我們從裡面就找出
[1777.93 -> 1779.89] 即將要開訪收的大利光
[1779.89 -> 1781.13] 可是剛剛
[1781.13 -> 1784.13] 那個主要是說目前不一接到
[1784.13 -> 1785.29] 他說也就是
[1785.29 -> 1787.13] 最好的進行一個整理
[1787.13 -> 1789.17] 但是大家都會在期待說
[1789.17 -> 1792.01] 大利光是出更直接正面的訓練
[1792.01 -> 1793.01] 因為我覺得台灣股票
[1793.01 -> 1794.21] 是好像要卡在這邊
[1794.21 -> 1797.21] 其實有點在等這些村長
[1797.21 -> 1799.65] 各個領域的村長出來是出訓
[1799.65 -> 1800.29] 是
[1800.29 -> 1802.25] 包括像所謂的台達電碼
[1802.25 -> 1803.89] 大利光
[1803.89 -> 1805.69] 然後包括像所謂的南亞科
[1805.69 -> 1806.69] 或台積電
[1806.69 -> 1808.57] 如果這些村長在各個領域
[1808.57 -> 1809.93] 都是出正面的訓
[1809.93 -> 1811.93] 大村長台積電一上來
[1811.93 -> 1813.73] 燈高預護台股搞不好就上來
[1813.73 -> 1814.77] 這是有點不一樣
[1814.77 -> 1815.93] 我本來台電在法說
[1815.93 -> 1817.49] 會前應該是要長得
[1817.49 -> 1818.77] 但這次是一直被壓擔
[1818.77 -> 1819.73] 像是也沒有點
[1819.73 -> 1820.37] 沒有的
[1820.37 -> 1822.73] 那這兩股票之前是標股
[1822.73 -> 1824.81] 大家才在聊說要重反農藥
[1824.81 -> 1825.61] 馬上怎麼樣
[1825.61 -> 1827.41] 馬上就給你一個回馬槍
[1827.41 -> 1828.41] 我再看法了
[1828.41 -> 1829.37] 我看法是其實
[1829.37 -> 1831.25] 整數觀法是前五我們就先
[1831.25 -> 1833.13] 看六十日軍艦是3550
[1833.13 -> 1833.73] 那
[1833.73 -> 1835.09] 是群現的軍事向上
[1835.09 -> 1836.37] 所以這兩股票大家注意
[1836.37 -> 1836.69] 就說
[1836.69 -> 1837.97] 因為一般來說
[1837.97 -> 1840.85] 現在的FAU的那個相關的
[1840.85 -> 1842.37] 客戶的要求是一層
[1842.37 -> 1843.49] 它可以抓到市場
[1843.49 -> 1844.17] 所以
[1844.17 -> 1845.17] 那代表什麼代表
[1845.17 -> 1847.13] 如果它是出更正面的訓習
[1847.13 -> 1849.37] 當然對它來講是有利的
[1849.37 -> 1851.13] 那另外一檔股票是我們老朋友
[1851.13 -> 1852.17] 朋友好朋友
[1852.17 -> 1852.45] 好
[1852.45 -> 1852.97] 謝謝各位
[1852.97 -> 1854.73] 當時信訓看來跟連軍
[1854.73 -> 1857.13] 是CPU裡面的兩道光
[1857.13 -> 1859.13] 那他現在連軍的話
[1859.13 -> 1859.93] 已經說重新
[1859.93 -> 1861.73] 信訓應該還沒解出來
[1861.73 -> 1863.45] 破了小破技線
[1863.45 -> 1864.25] 有沒有問題
[1864.25 -> 1865.73] 其實我說的破技線通常
