---
source_url: https://www.youtube.com/watch?v=kMQpMKFxXkM
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 486e09adfa58d0a51770b74a6a7b945fe159881e71f104d5744b6bca7134459a
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2918.784000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/kMQpMKFxXkM_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[1047.39 -> 1048.99] 如果跌的生沒道理
[1048.99 -> 1050.99] 反而是他們的天天加費跌出來了
[1050.99 -> 1051.55] 好
[1051.55 -> 1052.43] 這邊非常謝謝
[1052.43 -> 1053.39] 明天
[1053.39 -> 1055.39] 明天講的真的非常精采
[1055.39 -> 1056.91] 簡單來說
[1056.91 -> 1058.11] 沒什麼問題
[1058.11 -> 1059.79] 在度重生
[1059.79 -> 1062.19] 如果看到6月的營收創高
[1062.19 -> 1063.55] 或是他的累積年增率
[1063.55 -> 1065.47] 是超過一般的平均值的
[1065.47 -> 1068.75] 那就是越跌越站在買方
[1068.75 -> 1070.51] 很多的機構估計又容易同
[1070.51 -> 1071.71] 大家應該心裡面
[1071.71 -> 1073.15] 動機有一份名單了
[1073.15 -> 1074.11] 一定要切記
[1074.11 -> 1074.99] 如果跌下來
[1074.99 -> 1076.83] 您的心情會害怕的話
[1076.83 -> 1078.59] 一定要把你的股票分兩邊
[1078.59 -> 1079.95] 哪一邊要優先處理
[1079.95 -> 1081.31] 因為你不知道會跌到哪裡
[1081.31 -> 1082.51] 哪一邊是跌下來
[1082.51 -> 1084.19] 價值已經浮現的
[1084.19 -> 1084.99] 剛好6月的時候
[1084.99 -> 1086.03] 正在接出來
[1086.03 -> 1087.79] 值得您做的參考
[1087.79 -> 1088.51] 廣告回來
[1088.51 -> 1090.11] 小明同學要上場了
[1090.11 -> 1091.23] 不只台積電
[1091.23 -> 1092.91] 把大力光搖開發說
[1092.91 -> 1094.11] 他簽設到的是
[1094.11 -> 1095.47] VPO的前景
[1095.47 -> 1096.51] 其實今天VPO
[1096.51 -> 1097.31] 也想要反攻
[1097.31 -> 1098.51] 只是盼面不好
[1098.51 -> 1100.27] 所以接下來會不會第三期
[1100.27 -> 1101.31] 是CPO的世界
[1101.31 -> 1103.55] 等一下小明來告訴您了
[1103.55 -> 1111.42] 今天盼面越走越低的時候
[1111.42 -> 1113.26] 本來CPO是想反攻到
[1113.26 -> 1114.22] 等一下告訴您
[1114.22 -> 1116.46] 因為會有一些好消息穿出來
[1116.46 -> 1117.26] 而反知
[1117.26 -> 1118.30] 被動元件
[1118.30 -> 1119.90] 細菁元前陣子
[1119.90 -> 1121.90] 非常方的長價提財
[1121.90 -> 1123.50] 今天龍頭股確分分
[1123.50 -> 1124.78] 打到別聽版
[1124.78 -> 1125.74] 該怎麼做決則
[1125.74 -> 1127.42] 這邊來請教小明同學了
[1127.42 -> 1128.62] 那你光也要法說了
[1128.62 -> 1130.30] 那CPO其實算是
[1130.30 -> 1132.62] 未接非常地又下降
[1132.62 -> 1133.90] 今天有消息
[1133.90 -> 1135.82] 可惜盼比較不好
[1135.82 -> 1137.18] 被動跟細菁元
[1137.18 -> 1138.38] 前陣子超方的
[1138.38 -> 1140.14] 今天的龍頭股分分
[1140.14 -> 1141.18] 大哥爹聽
[1141.18 -> 1141.98] 難買嗎
[1141.98 -> 1142.62] 我告訴大家
[1142.62 -> 1143.18] 可以
[1143.18 -> 1143.42] 可以
[1143.42 -> 1144.46] 結論就是可以
[1144.46 -> 1145.58] 所以他結束了
[1145.58 -> 1147.18] 這把結束就是可以買
[1147.18 -> 1147.58] 沒有
[1147.58 -> 1148.46] 我們等一下還是要跟大家
[1148.46 -> 1150.46] 講一下產業到底有什麼樣的變化
[1150.46 -> 1151.82] 當然我們先看一下頭馬
[1151.82 -> 1153.34] 頭馬我要先提醒大家
[1153.34 -> 1153.50] 怎麼樣
[1153.50 -> 1154.78] 我最近發現很多
[1154.78 -> 1156.38] 頭支朋友看到外資的空單
[1156.38 -> 1157.34] 越看越害怕
[1157.34 -> 1158.62] 然後就會下到自己
[1158.62 -> 1160.06] 但其實我要幫大家
[1160.06 -> 1161.02] 漂亮
[1161.02 -> 1161.42] 什麼啦
[1161.42 -> 1163.02] 外資大家也都知道空單
[1163.02 -> 1164.06] 一部分有避險
[1164.06 -> 1164.22] 對
[1164.22 -> 1165.42] 那你一部分有套力
[1165.42 -> 1167.50] 然後一部分是方向性的交易
[1167.50 -> 1168.22] 我跟大家講
[1168.22 -> 1169.18] 這包含多時候裡面
[1169.18 -> 1171.18] 絕大部分都是避險
[1171.18 -> 1171.82] 因為你真的有去
[1171.82 -> 1172.94] 待過交易式的
[1172.94 -> 1174.86] 風控貨物理兩個問題
[1174.86 -> 1176.38] 你多方付錢有多大
[1176.38 -> 1177.82] 第二個是你遇到集端狀況
[1177.82 -> 1178.94] 你會賠多少錢
[1178.94 -> 1180.62] 所以他一定要買避險
[1180.62 -> 1183.02] 好 可是先貨一直賣
[1183.02 -> 1184.70] 如果說他今天先貨是買
[1184.70 -> 1185.98] 滿手就算了
[1185.98 -> 1187.58] 今天還又賣500多錢
[1187.58 -> 1188.38] 當然
[1188.38 -> 1189.98] 因為畢竟你次止越高
[1189.98 -> 1190.94] 那我們前面講過
[1190.94 -> 1191.98] 到底會再平衡
[1191.98 -> 1193.34] 可是再平衡也告一段落
[1193.34 -> 1194.94] 我覺得今天純屬被
[1194.94 -> 1196.54] 韓國有點脫類
[1196.54 -> 1197.98] 所以這個飛戰之罪
[1197.98 -> 1199.26] 但另外我們可以看到的是
[1199.26 -> 1200.46] 以現階段來講的話
[1200.46 -> 1202.22] 越跌散戶在這邊的籌碼
[1202.22 -> 1203.74] 是越平命進場嗎
[1203.74 -> 1204.94] 是第四大法人
[1204.94 -> 1205.74] 第四大法人
[1205.74 -> 1207.66] 區間正當反而散戶在這邊
[1207.66 -> 1209.18] 是容易賺到錢的
[1209.18 -> 1210.94] 但也就代表現在的籌碼
[1210.94 -> 1213.42] 還是相對的比較淫亂一點
[1213.42 -> 1214.38] 所以我個人會認為
[1214.38 -> 1215.74] 在7月的上旬
[1215.74 -> 1217.18] 應該還是高檔正當
[1217.18 -> 1218.46] 等到了7月下旬
[1218.46 -> 1220.70] 你等到台積電相關的法說會
[1220.70 -> 1222.62] 這些都已經告一段落了
[1222.62 -> 1224.78] 這個時候台積就要往5萬點公
[1224.78 -> 1226.14] 就是我的想法
[1226.14 -> 1227.42] 以現階段來講的話
[1227.42 -> 1229.34] 當然動能策略比中交降低
[1229.34 -> 1230.94] 因為我們只要是徐先震到
[1230.94 -> 1231.98] 不要追骨票
[1231.98 -> 1233.74] 價值策略的比中要拉高
[1233.74 -> 1235.34] 因為很多的骨票真的
[1235.34 -> 1236.06] 疊很神神
[1236.06 -> 1237.98] 是打扮者可以買了
[1237.98 -> 1239.26] 所以你可以去買一些
[1239.26 -> 1241.10] 在右下角或者是有回答的
[1241.10 -> 1243.74] 所以越疊你應該要越開心才對
[1243.74 -> 1244.30] 好
[1244.30 -> 1245.26] 這個要開心
[1245.26 -> 1247.18] 真要保持信心
[1247.18 -> 1249.34] 我們現在來看一個真的很右下角的
[1249.34 -> 1250.46] 就是CPU
[1250.46 -> 1253.26] 其實本節目就常常就就CPU
[1253.26 -> 1254.06] 就就CPU
[1254.06 -> 1254.94] 可是立刻一直出來
[1254.94 -> 1256.86] 包括像康林前陣子說的
[1256.86 -> 1258.06] 玻璃橋接技術
[1258.06 -> 1259.82] 但最近有人來送暖了
[1259.82 -> 1260.86] 說應該還是會
[1260.86 -> 1262.22] 演用原本的技術
[1262.22 -> 1263.42] 對 我先跟大家講
[1263.42 -> 1265.10] 我們大概在4、5月的時候
[1265.10 -> 1266.38] 還在跟大家聊CPU
[1266.38 -> 1267.42] 後面我怎麼不了
[1267.42 -> 1267.98] 原因是因為
[1267.98 -> 1269.50] 已經開始進入高檔正大
[1269.50 -> 1270.86] 資金有去做輪動
[1270.86 -> 1271.98] 現在要來送暖
[1271.98 -> 1273.42] 我覺得CPU真的可以看
[1273.42 -> 1275.82] 原因是因為FAU這個角色
[1275.82 -> 1277.02] 現階段來講的話
[1277.02 -> 1278.94] 不會被康林的星際數
[1278.94 -> 1280.22] Glassplay Bridge
[1280.22 -> 1281.34] 要不會被替代調
[1281.34 -> 1283.02] 為什麼我先來幫大家
[1283.02 -> 1284.70] 講一下到底差別在哪裡
[1284.70 -> 1285.26] 以上學了
[1285.26 -> 1286.14] 我們先講CPU
[1286.14 -> 1287.98] 上全這個位置到底能不能不久
[1287.98 -> 1288.70] 要展
[1288.70 -> 1289.98] 我認為是可而以
[1289.98 -> 1291.90] 因為只要講到FAU
[1291.90 -> 1293.10] 以目前台灣來講
[1293.10 -> 1294.62] 真正能做到量產的
[1294.62 -> 1295.50] 上全的兩率
[1295.50 -> 1296.30] 真的是高
[1296.30 -> 1297.10] 所以
[1297.10 -> 1297.74] 這個問題
[1297.74 -> 1298.86] 你說在這裡
[1298.86 -> 1300.30] EPS還不會開出來
[1300.30 -> 1301.98] 但是你真的想要去做CPU
[1301.98 -> 1302.94] 法人應該第一個
[1302.94 -> 1304.70] 資金也會先來看上全
[1304.70 -> 1305.42] 好 你講對了
[1305.42 -> 1306.54] 因為他6月看起來
[1306.54 -> 1307.82] 已經說還是年紀了
[1307.82 -> 1308.62] 對 年紀了
[1308.62 -> 1310.62] 然後要展到年限了
[1310.62 -> 1312.22] 他主要就是因為你跌得夠深
[1312.22 -> 1313.42] 那不是因為他不好
[1313.42 -> 1314.46] 而是前面的股價
[1314.46 -> 1315.98] 真的跑得太快跑得太多
[1315.98 -> 1317.66] 那股價反而回來了以後
[1317.66 -> 1318.70] 到年底之前
[1318.70 -> 1319.98] 這個地方的做夢空間
[1319.98 -> 1321.50] 既然又變大了
[1321.50 -> 1322.70] 那上方是不是
[1322.70 -> 1324.46] 就有我們可以操作的價差
[1324.46 -> 1325.26] 我認為有
[1325.26 -> 1327.18] 好 傳統的FAU其實是什麼
[1327.18 -> 1328.14] 大家在聽的時候
[1328.14 -> 1328.70] 我們會知道
[1328.70 -> 1329.82] 金片會有光
[1329.82 -> 1331.18] 遜套會發射出來
[1331.18 -> 1333.26] 那你今天光遜套發射出來
[1333.26 -> 1334.30] 以後不可能直接
[1334.30 -> 1335.42] 對到光結裡面
[1335.42 -> 1336.86] 因為光線很細
[1336.86 -> 1338.86] 所以你必須要通過通常
[1338.86 -> 1339.82] 我們講的FAU
[1339.82 -> 1341.50] 就是你中間這條
[1341.50 -> 1342.38] 有沒有這塊
[1342.38 -> 1343.82] 那你光線進去以後
[1343.82 -> 1345.34] 它因為裡面的幫你
[1345.34 -> 1347.02] 把光線一條一條排好了
[1347.02 -> 1349.02] 就是我們會想到所謂的VGoov
[1349.02 -> 1349.58] 對不對
[1349.58 -> 1350.54] 就是你YGV
[1350.54 -> 1352.46] 然後把光線放在這裡
[1352.46 -> 1354.46] 那光線就可以從這邊設進去
[1354.46 -> 1356.06] 所以今天他們在做的
[1356.06 -> 1357.18] 就是這個理員見
[1357.18 -> 1358.22] 那現在大力公出來
[1358.22 -> 1359.66] 講說他要做MLA
[1359.66 -> 1360.70] 這個微透鏡節
[1360.70 -> 1361.42] 告訴什麼
[1361.42 -> 1362.94] 你的光線發射出來
[1362.94 -> 1364.22] 他就有點像的手電筒
[1364.22 -> 1365.34] 大家照在想必像
[1365.34 -> 1367.74] 會有一個很原的光白馬很大
[1367.74 -> 1368.70] 可是那個太大了
[1368.70 -> 1369.74] 你每本都把對號
[1369.74 -> 1370.46] 好光線
[1370.46 -> 1372.14] 所以你要有一個透鏡的結構
[1372.14 -> 1373.74] 把這些光線聚集起來
[1373.74 -> 1376.54] 然後在透過FAU送到光線裡面
[1376.54 -> 1378.30] 這個的話他是用分離是主裝
[1378.30 -> 1379.82] 一個部件就是一個部件
[1379.82 -> 1381.82] 但是因為對位的步驟比較多
[1381.82 -> 1382.78] 可是線階段來講
[1382.78 -> 1383.66] 他是成熟的
[1383.66 -> 1384.62] 所以會用
[1384.62 -> 1385.82] 可是現在康寧出來講的
[1385.82 -> 1387.18] GOSBREACH是什麼
[1387.18 -> 1388.70] 我中間這一塊我都不要了
[1388.70 -> 1390.38] 我直接全部做成玻璃
[1390.38 -> 1391.82] 你光直接設進來
[1391.82 -> 1393.42] 我讓他走光通道
[1393.42 -> 1394.54] 在玻璃裡面走
[1394.54 -> 1396.14] 直接對到光線
[1396.14 -> 1398.38] 所以大家會擔心FAU是不是不會用了
[1398.38 -> 1398.94] 但我告訴他
[1398.94 -> 1400.14] 錯錯錯錯錯錯
[1400.14 -> 1401.98] 原因是因為在後面
[1401.98 -> 1404.54] 確實你的光線的數量越來越多的時候
[1404.54 -> 1405.58] 這個GOSBREACH
[1405.58 -> 1407.82] 他的應用有他的價值在
[1407.82 -> 1409.82] 可是成本很高
[1409.82 -> 1411.18] 所以為什麼我會做光通訊
[1411.18 -> 1411.74] 沒有走來
[1411.74 -> 1412.86] 就是這個原因
[1412.86 -> 1415.42] 在接下來的話7月9號要開
[1415.42 -> 1416.86] 法說會的大力光
[1416.86 -> 1418.54] 我個人蠻看好的
[1418.54 -> 1419.50] 他上次指甲了
[1419.50 -> 1421.26] 我他有要光通訊去走
[1421.26 -> 1422.54] 可是他到底要做什麼
[1422.54 -> 1425.26] 他要做FAU還是要做FAU
[1425.26 -> 1427.66] 還是他要做MLA
[1427.66 -> 1428.78] 差別很大哦
[1428.78 -> 1431.10] 為什麼因為我不把邏輯講給大家聽
[1431.10 -> 1431.98] 很簡單第一個
[1431.98 -> 1432.70] 有沒有送藥
[1432.70 -> 1433.66] 客戶有沒有驗證
[1433.66 -> 1435.58] 9月4產會不會準時
[1435.58 -> 1436.70] 如果都過關的話
[1436.70 -> 1439.66] 大力多再來最好是不要做FAU
[1439.66 -> 1441.02] 大力光最好不要做
[1441.02 -> 1441.90] 可是他不是說要做嗎
[1441.90 -> 1442.94] 他不是他要做的
[1442.94 -> 1443.42] 是要做嗎
[1443.42 -> 1445.74] 他要做的是FAU跟PMLA
[1445.74 -> 1447.18] 為什麼我最好不要做
[1447.18 -> 1449.26] 原因是因為FAU現有的競爭對手是誰
[1449.26 -> 1449.90] 上權
[1449.90 -> 1451.82] 所以我們會去觀察到底
[1451.82 -> 1454.14] 在法說會上面給我們什麼樣的資訊
[1454.14 -> 1455.10] 那另外的話
[1455.10 -> 1456.86] 我們我這邊其實就講了
[1456.86 -> 1458.78] 他大力光厲害的地方在於
[1458.78 -> 1460.54] 他的競度可以做的
[1460.54 -> 1463.26] 比現在是受的FAU產品還要來得更好
[1463.26 -> 1464.54] 所以他還是去專注
[1464.54 -> 1465.58] 在他厲害的地方
[1465.58 -> 1467.82] 不要隨便去搶人家的地牌
[1467.82 -> 1468.06] 好
[1468.06 -> 1469.26] 這段時間休任不少
[1469.26 -> 1469.82] 前一陣子
[1469.82 -> 1471.34] 哇 一下衝到533
[1471.34 -> 1472.54] 好符合外資目標價
[1472.54 -> 1474.22] 現在往既現靠龍
[1474.22 -> 1475.74] 我覺得不會跌到既現
[1475.74 -> 1478.06] 我覺得這個位置上面應該就要可以買了
[1478.06 -> 1479.58] 怎麼搞到大作跌口之外
[1479.58 -> 1480.46] 那我害怕
[1480.46 -> 1482.46] 原因是因為他股價今天跌破4000塊
[1482.46 -> 1484.22] 他從533跌到4000
[1484.22 -> 1486.22] 對 短線上休任也是要20%
[1486.22 -> 1486.62] 對啊
[1486.62 -> 1488.54] 可是你可以看到以外之來講的話
[1488.54 -> 1490.22] 終於由賣轉賣
[1490.22 -> 1491.66] 所以等於是在法說會前
[1491.66 -> 1493.90] 外資的資金已經進場開始考慮
[1493.90 -> 1495.66] 這種股票大公司
[1495.66 -> 1498.14] 他本意比算下來才20幾倍而已
[1498.14 -> 1499.50] 20幾倍的CPU
[1499.50 -> 1501.18] 又是龍頭公司要去哪裡找
[1501.18 -> 1501.98] 所以對我來講
[1501.98 -> 1503.50] 大力光跌到這個位置上面
[1503.50 -> 1504.94] 你絕對不是因為動
[1504.94 -> 1505.90] 或者是他的技術型
[1505.90 -> 1507.18] 他也很好而進去買
[1507.18 -> 1508.54] 而是因為他的基本面
[1508.54 -> 1510.14] 跟他的價值已經儲限
[1510.14 -> 1511.82] 所以大力光最好最好的
[1511.82 -> 1512.46] 對我來講
[1512.46 -> 1514.54] 會是在法說會前先進去考慮
[1514.54 -> 1516.70] 等法說會後的利多出來後
[1516.70 -> 1518.86] 或許就有一個新的價差可以做
[1518.86 -> 1521.42] 好 除了大力光其他的CPU公司
[1521.42 -> 1522.70] 其實今天像上權
[1522.70 -> 1523.42] 還是紅的
[1523.42 -> 1525.26] 本來要掌聽版素不住
[1525.26 -> 1527.02] 就是盤面比較差
[1527.02 -> 1528.86] 所以他們有一點飛站之最
[1528.86 -> 1530.38] 今天有點要復甦的味道
[1530.38 -> 1531.10] 有一點啊
[1531.10 -> 1532.94] 第一個我會去觀察他的累計
[1532.94 -> 1534.22] YOY能不能成長
[1534.22 -> 1534.70] 就是
[1534.70 -> 1536.22] 他還是要有營收
[1536.22 -> 1537.26] 要有營收的數字
[1537.26 -> 1538.30] 他最好要成長
[1538.30 -> 1539.82] 然後不要賺錢
[1539.82 -> 1540.30] 這個中間
[1540.30 -> 1541.50] 因為我們後面再來討論
[1541.50 -> 1543.50] 但他的營收數字一定要越來越好
[1543.50 -> 1544.86] 第二個營收最好能夠
[1544.86 -> 1545.90] 年越雙真
[1545.90 -> 1547.10] 成長的數度夠快
[1547.10 -> 1548.78] 第三個你第一劑的毛利率
[1548.78 -> 1550.54] 比第四劑的毛利率要更好
[1550.54 -> 1553.98] 代表秘是有獲利調整改善的空間
[1553.98 -> 1556.22] 最好搭配大護的籌碼增加
[1556.22 -> 1557.50] 所以我們選出來的
[1557.50 -> 1559.58] 其實基本上就是這兩間公司
[1559.58 -> 1561.02] 也就是36餐的波羅維
[1561.02 -> 1563.58] 跟4908的潛頂通通都符合
[1563.58 -> 1564.78] 那他們的籌碼好轉
[1564.78 -> 1565.66] 基本面也好轉
[1565.66 -> 1566.86] 可是你股價行態
[1566.86 -> 1568.30] 看起來超級慘
[1568.30 -> 1569.42] 好多弱薄
[1569.42 -> 1571.02] 這個長回去空間才大
[1571.02 -> 1572.86] 我覺得波羅維在這兩天的話
[1572.86 -> 1575.02] 一方面是他的量能有燒燒放出來的
[1575.02 -> 1576.46] 那點終於嘛
[1576.46 -> 1579.34] 然後大護的持股在上禮拜也有增加
[1579.34 -> 1582.14] 以波羅維來講的話同樣的是在做FAU
[1582.14 -> 1583.42] 所以上權能夠長
[1583.42 -> 1584.86] 我認為波羅維造禮來講
[1584.86 -> 1586.38] 應該也要跟著上去
[1586.38 -> 1587.58] 但因為前面有力頭嘛
[1587.58 -> 1589.18] 說消防暴力量掉了
[1589.18 -> 1590.42] 這個就軌跡
[1590.42 -> 1591.82] 我覺得聽聽就好
[1591.82 -> 1593.74] 但大護確實從這邊離開了以後
[1593.74 -> 1594.94] 很久都不會來
[1594.94 -> 1596.30] 所以我們要去關注的是
[1596.30 -> 1597.58] 再接下來幾個禮拜
[1597.58 -> 1599.26] 因為畢竟我們要做到下半年
[1599.26 -> 1600.78] 所以後面如果大護的持股
[1600.78 -> 1602.54] 能夠穩健的連續增加
[1602.54 -> 1603.50] 在這個位置上面
[1603.50 -> 1605.26] 我覺得它是有機會打出底部
[1605.26 -> 1607.10] 從心站回越線以後呢
[1607.10 -> 1608.14] 就有機會再攻
[1608.14 -> 1611.02] 打出底部恐怕是現在CPU族群裡面
[1611.02 -> 1613.18] 大家最需要關注的
[1613.18 -> 1614.62] 半開一直網友下探
[1614.62 -> 1615.82] 到底在哪
[1615.82 -> 1617.82] 正常來講我們是不會挑這種股票
[1617.82 -> 1618.94] 可是這就送了嘛
[1618.94 -> 1620.30] 我們現在要做價值
[1620.30 -> 1621.66] 所以一樣的我們看到了
[1621.66 -> 1623.34] 以前頂來講大護的持股
[1623.34 -> 1625.66] 一樣在上禮拜終於增加了
[1625.66 -> 1627.66] 前頂在做的其實是做所謂的
[1627.66 -> 1628.94] 外治雷射光源
[1628.94 -> 1631.34] 在線階段五月已經送一樣
[1631.34 -> 1633.58] 所以第三季也就是現在這一季
[1633.58 -> 1636.14] 就準備要開始通過驗證跟量產
[1636.14 -> 1638.78] 我覺得在前面可能長得是先提採
[1638.78 -> 1640.78] 後面產品真的出來開始量產以後
[1640.78 -> 1642.14] 又是新的Story
[1642.14 -> 1643.58] 這個時候同樣看股價
[1643.58 -> 1644.94] 重新贊回越線
[1644.94 -> 1647.10] 這種東西就是你資金分批
[1647.10 -> 1648.62] 縫低慢慢減
[1648.62 -> 1649.90] 那你到時候股價值
[1649.90 -> 1650.86] 一番轉上去
[1650.86 -> 1652.54] 完那個價值的空間都很大
[1652.54 -> 1653.90] 就是有興趣的朋友
[1653.90 -> 1655.98] 可以先試個水溫看看
[1655.98 -> 1657.74] 然後再大護看來有回來
[1657.74 -> 1658.62] 但另外一個恐怕
[1658.62 -> 1660.62] 就是現在大家非常關注的
[1660.62 -> 1662.62] 因為這個國際昨天
[1662.62 -> 1664.62] 初月線今天直接跌破
[1664.62 -> 1665.98] 華新科的跌天滿
[1665.98 -> 1667.58] 環球金 跌天滿
[1667.58 -> 1670.38] 當紅炸子積不長價提採嗎
[1670.38 -> 1672.46] 對我來講其實我滿開心的
[1672.46 -> 1673.26] 你開心嗎
[1673.26 -> 1674.46] 可以見偏一樣
[1674.46 -> 1675.10] 還以為什麼
[1675.10 -> 1676.30] 對我這個東西
[1676.30 -> 1677.58] 我們要講埃經物洗
[1677.58 -> 1679.98] 但是就是你看到價值骨跌下來
[1679.98 -> 1680.94] 你就很想買
[1680.94 -> 1681.90] 可以來得更嚴謹
[1681.90 -> 1683.50] 哪一些公司他的營收年越雙者
[1683.50 -> 1686.30] 那同樣的毛力率能夠上升
[1686.30 -> 1688.30] 所以幸伤念跟臺境和有所合
[1688.30 -> 1689.34] 我們以K線來講
[1689.34 -> 1690.86] 國際今天跌破越線
[1690.86 -> 1692.70] 你看從這邊到開始
[1692.70 -> 1693.10] 對
[1693.10 -> 1694.94] 手度破越線
[1694.94 -> 1696.86] 但通常了越線因為他還在上升
[1696.86 -> 1698.22] 所以他的血率是真的
[1698.22 -> 1700.30] 那你除非他很快速的一路
[1700.30 -> 1701.50] 直接往機線看
[1701.50 -> 1703.34] 不然後面的越線越電越高
[1703.34 -> 1704.38] 你隨著你的跌力率
[1704.38 -> 1704.86] 大家大
[1704.86 -> 1706.78] 他會有一個向上收練的力量
[1706.78 -> 1708.78] 所以我不認為國際第一次
[1708.78 -> 1710.38] 跌破越線就結束了
[1710.38 -> 1711.74] 我還是相信了
[1711.74 -> 1713.34] 國際我們應該在後面
[1713.34 -> 1714.62] 從反四字頭
[1714.62 -> 1716.14] 你要想要公司從反四字頭
[1716.14 -> 1717.98] 現在股價空間就有十趴
[1717.98 -> 1719.74] 所以我對我來講
[1719.74 -> 1720.86] 國際今天跌破越線
[1720.86 -> 1722.54] 我反而會把它放到口袋明單
[1722.54 -> 1723.90] 從反四位數
[1723.90 -> 1724.70] 從反四位數
[1724.70 -> 1725.50] 是頭聽起來
[1725.50 -> 1725.90] 四位數了
[1725.90 -> 1726.70] 反驚人的
[1726.70 -> 1728.94] 對 如果是四字頭大家都賺翻了
[1728.94 -> 1730.38] 從反四位數
[1730.38 -> 1731.34] 那我認為
[1731.34 -> 1732.54] 其實在後面就是一根
[1732.54 -> 1734.14] 紅黑紙的訓號出來
[1734.14 -> 1735.74] 重新站回越線以後
[1735.74 -> 1738.38] 那這個大概就距離我們說的四位數
[1738.38 -> 1741.18] 是已經算是短線上面的打標
[1741.18 -> 1743.50] 那多頭價夠沒有被破壞的情況之下
[1743.50 -> 1745.26] 手上還有國際的投資朋友的話
[1745.26 -> 1747.02] 就不用在這邊殺低了
[1747.02 -> 1747.90] 那沒有的話
[1747.90 -> 1749.10] 就是蜂低簡便
[1749.10 -> 1749.42] 是
[1749.42 -> 1750.70] 手複雅謝謝您了
[1750.70 -> 1751.58] 哈哈
[1751.58 -> 1752.70] 好越來越有錢
[1752.70 -> 1753.10] 那
[1753.10 -> 1754.54] 那我們叫來抬公司
[1754.54 -> 1755.74] 國際的指東之台美
[1755.74 -> 1757.42] 為什麼會在這個時候去看他
[1757.42 -> 1758.54] 理由也很簡單
[1758.54 -> 1760.14] 原因就是因為國際在這波
[1760.14 -> 1761.58] 大概長了五六倍上來
[1761.58 -> 1762.78] 可是我們以台美的股價
[1762.78 -> 1764.14] 它其中一點到這邊
[1764.14 -> 1765.90] 大概也只長了兩倍
[1765.90 -> 1767.02] 所以我們要講的是
[1767.02 -> 1768.62] 一種未接上面的落差
[1768.62 -> 1769.50] 更重要的是
[1769.50 -> 1771.66] 在股價回港修正的過程裡面
[1771.66 -> 1773.66] 其實大護的持股千張大護
[1773.66 -> 1775.34] 在上一半還在增加
[1775.34 -> 1777.82] 所以國際他們是一個集團在運作
[1777.82 -> 1780.14] 那國際去公A的部分
[1780.14 -> 1782.62] B的部分一定是交有指公司去做處理
[1782.62 -> 1784.38] 所以台美剛好股價回到越線
[1784.38 -> 1786.54] 今天有稍微留了一下下显現
[1786.54 -> 1789.18] 那我認為代表有資金在這邊做防守
[1789.18 -> 1789.70] 因此
[1789.70 -> 1791.26] 台美如果大家國際覺得
[1791.26 -> 1792.22] 哇一張好貴
[1792.22 -> 1792.86] 我還是買不下去
[1792.86 -> 1794.22] 跌破越線我不想買
[1794.22 -> 1795.02] 或許台美呢
[1795.02 -> 1796.54] 大家可以參考一下
[1796.54 -> 1798.14] 那另外像是620的距頂
[1798.14 -> 1799.66] 我覺得現在也要看
[1799.66 -> 1799.82] 是
[1799.82 -> 1800.54] 理由很簡單
[1800.54 -> 1802.86] 因為有另一件公司是202巴的心情
[1802.86 -> 1803.10] 對
[1803.10 -> 1804.94] 心情的股價在前面其實已經
[1804.94 -> 1806.54] 來到了又上角創高
[1806.54 -> 1807.66] 雖然今天也跌定
[1807.66 -> 1808.30] 也跌定版
[1808.30 -> 1809.74] 那因為前面長得比較多
[1809.74 -> 1811.02] 可是我們可以觀察到
[1811.02 -> 1811.82] 以現在來講
[1811.82 -> 1812.46] 頭性呢
[1812.46 -> 1814.38] 大部分的資金是由望
[1814.38 -> 1815.66] 保護元件去走的
[1815.66 -> 1817.26] 那距頂在上個禮拜
[1817.26 -> 1818.94] 一樣的橫盤整理的過程裡面
[1818.94 -> 1819.50] 突然
[1819.50 -> 1821.42] 突然看到現在大護的持股增加
[1821.42 -> 1823.02] 這個就要稍微留意一下
[1823.02 -> 1823.90] 而且我要提醒大家
[1823.90 -> 1825.50] 不要覺得距頂是小公司
[1825.50 -> 1826.86] 它的PPTC這個是什麼
[1826.86 -> 1827.18] 就是
[1827.18 -> 1828.14] 那個大家講的
[1828.14 -> 1829.50] 無論是開關不論也敢啦
[1829.50 -> 1830.06] 不論也敢
[1830.06 -> 1830.86] 這個東西呢
[1830.86 -> 1832.38] 是能夠用在四輔機電影
[1832.38 -> 1833.42] 全球第二大
[1833.42 -> 1834.78] 它是全球第二大
[1834.78 -> 1837.02] 在加上4LM的保護元件本來
[1837.02 -> 1839.02] 就用在BPU的電池模組
[1839.02 -> 1841.98] 所以它一樣是至少有兩個提採的公司
[1841.98 -> 1844.06] 股價回到既限這個位置上面的話
[1844.06 -> 1846.94] 你可以用價值投資的邏輯來去思考
[1846.94 -> 1848.06] 我們也不求它長多
[1848.06 -> 1849.90] 光是回到97.5上方
[1849.90 -> 1851.42] 就有20塊錢的價差
[1851.42 -> 1853.26] 所以未接一樣偏低
